,Education,Marital_Status,Age_Group,Income_Class,Children,Wine_Preference,Fruit_Preference,Meat_Preference,Sweets_Preference,Purchase_Place
1336,PhD,Divorced,40s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
2132,2n Cycle,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1953,Graduation,Divorced,40s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
1143,Graduation,Married,30s,Medium,Children,Wine,No Fruits,Meat,Sweets,Store
1069,Graduation,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
860,2n Cycle,Single,30s,Medium,Children,No Wine,Fruits,No Meat,Sweets,Store
1533,Master,Divorced,60s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1900,PhD,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1212,PhD,Married,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
1532,2n Cycle,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2115,Master,Divorced,50s,High,Children,Wine,Fruits,No Meat,Sweets,Store
118,Master,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1117,Master,Married,60s,High,Children,Wine,No Fruits,No Meat,No Sweets,Store
621,Graduation,Single,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
611,2n Cycle,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1033,Master,Married,40s,Medium,Children,No Wine,Fruits,No Meat,No Sweets,Store
1588,PhD,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
67,PhD,Married,30s,High,Children,Wine,No Fruits,Meat,No Sweets,Web
782,Master,Single,40s,Medium,No Children,Wine,No Fruits,No Meat,No Sweets,Store
1038,PhD,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2144,Master,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
714,Master,Divorced,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1137,PhD,Widow,60s,Medium,No Children,Wine,Fruits,Meat,Sweets,Store
997,Graduation,Together,30s,High,Children,Wine,No Fruits,Meat,Sweets,Web
613,Graduation,Single,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
1728,Graduation,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1944,PhD,Widow,40s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
341,PhD,Single,30s,High,Children,Wine,No Fruits,Meat,No Sweets,Web
1122,2n Cycle,Together,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
545,2n Cycle,Married,40s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
810,Graduation,Married,40s,Low,No Children,No Wine,No Fruits,No Meat,Sweets,Web
257,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1999,Graduation,Married,20s,Medium,No Children,No Wine,No Fruits,No Meat,Sweets,Web
2015,Graduation,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
582,Master,Together,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
871,PhD,Single,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2069,Graduation,Together,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
1541,Graduation,Divorced,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1473,PhD,Married,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
49,Graduation,Divorced,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1036,Graduation,Married,40s,Medium,Children,Wine,Fruits,Meat,No Sweets,Store
679,Master,Together,50s,Medium,Children,No Wine,Fruits,Meat,Sweets,Store
1348,Basic,Married,80s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1452,Graduation,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Web
1887,Graduation,Married,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
154,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1681,PhD,Divorced,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
